Order Sequence,Access Entity,CB Profile,Campaign,,,,,,,,,,,,,,,,,Maintenance Type,Agent,,,,,,,,,,,,,,,,,,,Description
118,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_9,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
119,Promo Product Maintenance,GW8_DEDICATED_BO,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CC_HD_QQ,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
121,Promo Product Maintenance,GW8_CC_QQTL,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
122,Promo Product Maintenance,GW8_CC_SUPERUSER,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
123,Promo Product Maintenance,GW8_CC_ESCALATION,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
74,Promo Product Maintenance,BACK_OFFICE,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
75,Promo Product Maintenance,BACKOFFICE_COMPLAINTS,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
76,Promo Product Maintenance,CREDIT_COLLECTIONS,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
77,Promo Product Maintenance,SUPERVISORS,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
78,Promo Product Maintenance,GW8_SUPERVISORS,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
79,Promo Product Maintenance,GW8_SUPERVISORS_1,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
80,Promo Product Maintenance,GW8_SUPERVISORS_10,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
81,Promo Product Maintenance,GW8_SUPERVISORS_11,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
82,Promo Product Maintenance,GW8_SUPERVISORS_12,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
83,Promo Product Maintenance,GW8_SUPERVISORS_13,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
84,Promo Product Maintenance,GW8_SUPERVISORS_14,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
85,Promo Product Maintenance,GW8_SUPERVISORS_15,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
86,Promo Product Maintenance,GW8_SUPERVISORS_16,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
87,Promo Product Maintenance,GW8_SUPERVISORS_2,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
88,Promo Product Maintenance,GW8_SUPERVISORS_3,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
89,Promo Product Maintenance,GW8_SUPERVISORS_4,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
90,Promo Product Maintenance,GW8_SUPERVISORS_5,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
91,Promo Product Maintenance,GW8_SUPERVISORS_6,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
92,Promo Product Maintenance,GW8_SUPERVISORS_7,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
93,Promo Product Maintenance,GW8_SUPERVISORS_8,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
94,Promo Product Maintenance,GW8_SUPERVISORS_9,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
95,Promo Product Maintenance,GW8_CC_UPALL,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
96,Promo Product Maintenance,GW8_SUPERVISORS_STARTEK,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
97,Promo Product Maintenance,GW8_CC_RTS_UP,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
98,Promo Product Maintenance,GW8_SUPERVISORS_TP,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
99,Promo Product Maintenance,GW8_CC_ESCALATION1,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
100,Promo Product Maintenance,GW8_SUPERVISORS_WINDSOR,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
101,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
102,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_1,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
103,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_2,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
104,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_3,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
105,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_4,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
106,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_5,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
107,Promo Product Maintenance,GW8_BACK_OFFICE,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
108,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
109,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_1,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
110,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_10,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
111,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_2,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
112,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_3,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
113,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_4,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
114,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_5,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
115,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_6,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
116,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_7,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
117,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_8,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
118,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_9,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
119,Promo Product Maintenance,GW8_DEDICATED_BO,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CC_HD_QQ,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
121,Promo Product Maintenance,GW8_CC_QQTL,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
122,Promo Product Maintenance,GW8_CC_SUPERUSER,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
123,Promo Product Maintenance,GW8_CC_ESCALATION,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
78,Promo Product Maintenance,BACK_OFFICE,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
79,Promo Product Maintenance,BACKOFFICE_COMPLAINTS,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
80,Promo Product Maintenance,CREDIT_COLLECTIONS,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
81,Promo Product Maintenance,SUPERVISORS,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
82,Promo Product Maintenance,GW8_SUPERVISORS,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
83,Promo Product Maintenance,GW8_SUPERVISORS_1,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
84,Promo Product Maintenance,GW8_SUPERVISORS_10,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
85,Promo Product Maintenance,GW8_CC_ESCALATION1,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
86,Promo Product Maintenance,GW8_SUPERVISORS_11,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
87,Promo Product Maintenance,GW8_CC_UPALL,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
88,Promo Product Maintenance,GW8_SUPERVISORS_12,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
89,Promo Product Maintenance,GW8_CC_RTS_UP,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
90,Promo Product Maintenance,GW8_SUPERVISORS_13,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
91,Promo Product Maintenance,GW8_SUPERVISORS_14,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
92,Promo Product Maintenance,GW8_SUPERVISORS_15,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
93,Promo Product Maintenance,GW8_SUPERVISORS_16,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
94,Promo Product Maintenance,GW8_SUPERVISORS_2,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
95,Promo Product Maintenance,GW8_SUPERVISORS_3,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
96,Promo Product Maintenance,GW8_SUPERVISORS_4,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
97,Promo Product Maintenance,GW8_SUPERVISORS_5,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
98,Promo Product Maintenance,GW8_SUPERVISORS_6,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
99,Promo Product Maintenance,GW8_SUPERVISORS_7,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
100,Promo Product Maintenance,GW8_SUPERVISORS_8,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
101,Promo Product Maintenance,GW8_SUPERVISORS_9,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
102,Promo Product Maintenance,GW8_SUPERVISORS_STARTEK,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
103,Promo Product Maintenance,GW8_SUPERVISORS_TP,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
104,Promo Product Maintenance,GW8_SUPERVISORS_WINDSOR,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
105,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
106,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_1,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
107,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_2,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
108,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_3,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
109,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_4,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
110,Promo Product Maintenance,GW8_BACK_OFFICE,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
111,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
112,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_1,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
113,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_10,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
114,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_5,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
115,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_2,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
116,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_3,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
117,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_4,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
118,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_5,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
119,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_6,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_7,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
121,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_8,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
122,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_9,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
123,Promo Product Maintenance,CARE,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
124,Promo Product Maintenance,CUSTOMER_CARE,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
125,Promo Product Maintenance,GW8_CUSTOMER_CARE,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
126,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
127,Promo Product Maintenance,GW8_CUSTOMER_CARE_10,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
128,Promo Product Maintenance,GW8_CUSTOMER_CARE_11,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
129,Promo Product Maintenance,GW8_CUSTOMER_CARE_12,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
130,Promo Product Maintenance,GW8_CUSTOMER_CARE_13,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
131,Promo Product Maintenance,GW8_CUSTOMER_CARE_14,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
132,Promo Product Maintenance,GW8_CUSTOMER_CARE_15,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
133,Promo Product Maintenance,GW8_DEDICATED_CC,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
134,Promo Product Maintenance,GW8_CUSTOMER_CARE_17,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
135,Promo Product Maintenance,GW8_CUSTOMER_CARE_2,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
136,Promo Product Maintenance,GW8_CUSTOMER_CARE_3,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
137,Promo Product Maintenance,GW8_CUSTOMER_CARE_4,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
138,Promo Product Maintenance,GW8_CUSTOMER_CARE_5,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
139,Promo Product Maintenance,GW8_CUSTOMER_CARE_6,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
140,Promo Product Maintenance,GW8_CUSTOMER_CARE_7,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
141,Promo Product Maintenance,GW8_CUSTOMER_CARE_8,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
142,Promo Product Maintenance,GW8_CUSTOMER_CARE_9,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
144,Promo Product Maintenance,GW8_CC_L2TECH,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
145,Promo Product Maintenance,GW8_CC_BO,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
146,Promo Product Maintenance,GW8_CC_WBO,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
147,Promo Product Maintenance,GW8_CC_ESCALATION,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
148,Promo Product Maintenance,GW8_CC_HD_QQ,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
149,Promo Product Maintenance,GW8_CC_QQTL,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
150,Promo Product Maintenance,GW8_CC_SUPERUSER,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
75,Promo Product Maintenance,GW8_CC_MULTI_TENANT,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
70,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
70,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
70,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
123,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CC_MULTI_TENANT,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
148,Promo Product Maintenance,GW8_CC_MULTI_TENANT,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
